reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/59-5900289/2019,25,,ADITA,,,YS-N24/77-5900289/2024,ADITA,35051,,,,,,,,B,Y,,saheli
YS-N24/59-5900290/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900291/2019,25,,ADITA,,,YS-N24/61-5900291/2019,ADITA,35051,,,,,,,,B,Y,,saheli
YS-N24/59-5900292/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900293/2019,25,,ADITA,,,YS-N24/61-5900293/2019,ADITA,35054,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900294/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900295/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900296/2019,25,,ADITA,,,YS-N24/61-5900296/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900297/2019,25,,ADITA,,,YS-N24/61-5900297/2019,ADITA,35058,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900298/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900299/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900300/2019,25,,ADITA,,,YS-N24/61-5900300/2019,ADITA,35054,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900301/2019,25,,ADITA,,,YS-N24/61-5900301/2019,ADITA,35055,,,,,,,,B,Y,,saheli
YS-N24/59-5900302/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900303/2019,25,,ADITA,,,YS-N24/61-5900303/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900304/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900305/2019,25,,ADITA,,,YS-N24/61-5900305/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900306/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900307/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900308/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900309/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900310/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900311/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900312/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900313/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900314/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900315/2019,25,,ADITA,,,YS-N24/61-5900315/2019,ADITA,35058,,,,,,,,B,Y,,saheli
YS-N24/59-5900316/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900317/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900318/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900319/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900320/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900321/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900338/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900339/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900340/2019,25,,ADITA,,,YS-N24/61-5900340/2019,ADITA,35054,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900341/2019,25,,ADITA,,,YS-N24/61-5900341/2019,ADITA,35055,,,,,,,,B,Y,,saheli
YS-N24/59-5900342/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900343/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900344/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900345/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900346/2019,25,,ADITA,,,YS-N24/61-5900346/2019,ADITA,35052,,,,,,,,B,Y,,saheli
YS-N24/59-5900347/2019,25,,ADITA,,,YS-N24/61-5900347/2019,ADITA,35054,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900348/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900349/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900350/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900351/2019,25,,ADITA,,,YS-N24/61-5900351/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900352/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900353/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900354/2019,25,,ADITA,,,YS-N24/61-5900354/2019,ADITA,35055,,,,,,,,B,Y,,saheli
YS-N24/59-5900355/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900356/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900357/2019,25,,ADITA,,,YS-N24/61-5900357/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900358/2019,25,,ADITA,,,YS-N24/79-5900358/2024,ADITA,35053,,,,,,,,B,Y,,saheli
YS-N24/59-5900359/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900360/2019,25,,ADITA,,,YS-N24/61-5900360/2019,ADITA,35054,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900361/2019,25,,ADITA,,,YS-N24/61-5900361/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900362/2019,25,,ADITA,,,YS-N24/61-5900362/2019,ADITA,35054,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900363/2019,25,,ADITA,,,YS-N24/61-5900363/2019,ADITA,35054,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900364/2019,25,,ADITA,,,YS-N24/61-5900364/2019,ADITA,35057,,,,,,,,B,Y,,saheli
YS-N24/59-5900365/2019,25,,ADITA,,,YS-N24/61-5900365/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900366/2019,25,,ADITA,,,YS-N24/61-5900366/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900367/2019,25,,ADITA,,,YS-N24/61-5900367/2019,ADITA,35053,,,,,,,,B,Y,,saheli
YS-N24/59-5900368/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900369/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900370/2019,25,,ADITA,,,YS-N24/61-5900370/2019,ADITA,35051,,,,,,,,B,Y,,saheli
YS-N24/59-5900371/2019,25,,ADITA,,,YS-N24/61-5900371/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900372/2019,25,,ADITA,,,YS-N24/61-5900372/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900373/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900374/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900375/2019,25,,CDTP(LAT),,,YS-N24/62-6200091/2019,CDTP(LAT),22001,,,,,,,,B,Y,,saheli
YS-N24/59-5900376/2019,25,,ADITA,,,YS-N24/61-5900376/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900377/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900378/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900379/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900380/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900381/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900382/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900383/2019,25,,ADITA,,,YS-N24/61-5900383/2019,ADITA,35053,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900384/2019,25,,ADITA,,,YS-N24/61-5900384/2019,ADITA,35053,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900385/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900386/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900387/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900388/2019,25,,ADITA,,,YS-N24/61-5900388/2019,ADITA,35054,,,,,,,,B,Y,,saheli
YS-N24/59-5900389/2019,25,,ADITA,,,YS-N24/61-5900389/2019,ADITA,35057,,,,,,,,B,Y,,saheli
YS-N24/59-5900390/2019,25,,ADITA,,,YS-N24/61-5900390/2019,ADITA,35057,,,,,,,,B,Y,,saheli
YS-N24/59-5900391/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900392/2019,25,,ADITA,,,YS-N24/61-5900392/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900393/2019,25,,ADITA,,,YS-N24/61-5900393/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900394/2019,25,,ADITA,,,YS-N24/61-5900394/2019,ADITA,35054,,,,,,,,B,Y,,saheli
YS-N24/59-5900395/2019,25,,ADITA,,,YS-N24/61-5900395/2019,ADITA,35054,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900396/2019,25,,ADITA,,,YS-N24/61-5900396/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900397/2019,25,,ADITA,,,YS-N24/61-5900397/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900398/2019,25,,ADITA,,,YS-N24/61-5900398/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900399/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900400/2019,23,L,ADFAS,,,YS-N24/61-5900400/2019,ADFAS,33051,,,,,,,,A,N,,saheli
YS-N24/59-5900401/2019,25,,ADITA,,,YS-N24/61-5900401/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900402/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900322/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900323/2019,25,,ADITA,,,YS-N24/61-5900323/2019,ADITA,35053,,,,,,,,B,Y,,saheli
YS-N24/59-5900324/2019,25,,ADITA,,,YS-N24/61-5900324/2019,ADITA,35051,,,,,,,,B,Y,,saheli
YS-N24/59-5900325/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900326/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900327/2019,25,,ADITA,,,YS-N24/61-5900327/2019,ADITA,35055,,,,,,,,B,Y,,saheli
YS-N24/59-5900328/2019,25,,ADITA,,,YS-N24/61-5900328/2019,ADITA,35058,,,,,,,,B,Y,,saheli
YS-N24/59-5900329/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900330/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900331/2019,25,,ADITA,,,YS-N24/61-5900331/2019,ADITA,35055,,,,,,,,B,Y,,saheli
YS-N24/59-5900332/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900333/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900334/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900335/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900336/2019,25,,ADITA,,,YS-N24/61-5900336/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900337/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900403/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900404/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900405/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900406/2019,25,,CFAS(LAT),,,YS-N24/62-6200089/2019,CFAS(LAT),23001,,,,,,,,B,Y,,cic
YS-N24/59-5900407/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900408/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900409/2019,25,,ADITA,,,YS-N24/61-5900409/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900410/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900411/2019,25,,ADITA,,,YS-N24/61-5900411/2019,ADITA,35053,,,,,,,,B,Y,,saheli
YS-N24/59-5900412/2019,25,,ADITA,,,YS-N24/61-5900412/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900413/2019,25,,ADITA,,,YS-N24/61-5900413/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900414/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900415/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900416/2019,25,,CDTP(LAT),,,YS-N24/60-6000359/2019,CDTP(LAT),22001,,,,,,,,B,Y,,saheli
YS-N24/59-5900417/2019,25,,CDTP(LAT),,,YS-N24/60-6000361/2019,CDTP(LAT),22001,,,,,,,,B,Y,,saheli
YS-N24/59-5900418/2019,25,,ADITA,,,YS-N24/61-5900418/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900419/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900420/2019,25,,ADITA,,,YS-N24/61-5900420/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900421/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900422/2019,25,,CFAS(LAT),,,YS-N24/75-7500106/2023,CFAS(LAT),23051,,,,,,,,B,Y,,souvik
YS-N24/59-5900423/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900424/2019,25,,ADITA,,,YS-N24/61-5900424/2019,ADITA,35055,,,,,,,,B,Y,,saheli
YS-N24/59-5900426/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900427/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900428/2019,25,,ADITA,,,YS-N24/61-5900428/2019,ADITA,35055,,,,,,,,B,Y,,saheli
YS-N24/59-5900429/2019,25,,ADITA,,,YS-N24/61-5900429/2019,ADITA,35053,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900430/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900431/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900432/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900433/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900434/2019,25,,ADITA,,,YS-N24/61-5900434/2019,ADITA,35053,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900435/2019,25,,ADITA,,,YS-N24/61-5900435/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900436/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900437/2019,25,,ADITA,,,YS-N24/61-5900437/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900438/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900439/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900440/2019,21,,,,,,,,,,,,,,,A,N,,cic
YS-N24/59-5900441/2019,25,,ADITA,,,YS-N24/61-5900441/2019,ADITA,35052,,,,,,,,B,Y,,saheli
YS-N24/59-5900442/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900443/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900444/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900445/2019,25,,ADITA,,,YS-N24/61-5900445/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900446/2019,25,,ADITA,,,YS-N24/61-5900446/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900447/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900448/2019,25,,ADITA,,,YS-N24/61-5900448/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900449/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900450/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900451/2019,25,,ADITA,,,YS-N24/61-5900451/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900452/2019,25,,ADITA,,,YS-N24/61-5900452/2019,ADITA,35052,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900453/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900454/2019,25,,ADITA,,,YS-N24/61-5900454/2019,ADITA,35057,,,,,,,,B,Y,,saheli
YS-N24/59-5900455/2019,25,,ADITA,,,YS-N24/61-5900455/2019,ADITA,35052,,,,,,,,B,Y,,saheli
YS-N24/59-5900456/2019,25,,ADITA,,,YS-N24/61-5900456/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900457/2019,25,,ADITA,,,YS-N24/61-5900457/2019,ADITA,35057,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900458/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900459/2019,25,,ADITA,,,YS-N24/71-5900459/2022,ADITA,35055,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900460/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900461/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900462/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900463/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900464/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900465/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900466/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900467/2019,25,,ADITA,,,YS-N24/61-5900467/2019,ADITA,35051,,,,,,,,B,Y,,saheli
YS-N24/59-5900468/2019,22,L,ADDTP,,,YS-N24/61-5900468/2019,ADDTP,32051,,,,,,,,A,N,,saheli
YS-N24/59-5900469/2019,25,,ADITA,,,YS-N24/61-5900469/2019,ADITA,35052,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900470/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900471/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900472/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900473/2019,23,L,ADFAS,,,YS-N24/61-5900473/2019,ADFAS,33051,,,,,,,,A,N,,saheli
YS-N24/59-5900474/2019,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/59-5900475/2019,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/59-5900476/2019,25,,ADITA,,,YS-N24/61-5900476/2019,ADITA,35053,,,,,,,,B,Y,,saheli
YS-N24/59-5900477/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900478/2019,25,,ADITA,,,YS-N24/61-5900478/2019,ADITA,35052,,,,,,,,B,Y,,saheli
YS-N24/59-5900479/2019,25,,ADITA,,,YS-N24/61-5900479/2019,ADITA,35055,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900480/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900481/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900482/2019,25,,ADITA,,,YS-N24/61-5900482/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900483/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900484/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900485/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900486/2019,25,,ADITA,,,YS-N24/61-5900486/2019,ADITA,35052,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900487/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900488/2019,25,,ADITA,,,YS-N24/61-5900488/2019,ADITA,35053,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900489/2019,25,,ADITA,,,YS-N24/61-5900489/2019,ADITA,35051,,,,,,,,B,Y,,saheli
YS-N24/59-5900490/2019,25,,ADITA,,,YS-N24/61-5900490/2019,ADITA,35051,,,,,,,,B,Y,,saheli
YS-N24/59-5900491/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900492/2019,25,,ADITA,,,YS-N24/61-5900492/2019,ADITA,35053,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900494/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900495/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900496/2019,25,,ADITA,,,YS-N24/61-5900496/2019,ADITA,35055,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900497/2019,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/59-5900498/2019,25,,ADITA,,,YS-N24/61-5900498/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900499/2019,25,,ADITA,,,YS-N24/61-5900499/2019,ADITA,35054,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900500/2019,25,,ADITA,,,YS-N24/61-5900500/2019,ADITA,35054,,,,,,,,B,Y,,saheli
YS-N24/59-5900501/2019,22,L,ADDTP,,,YS-N24/61-5900501/2019,ADDTP,32051,,,,,,,,A,N,,PROMITA
YS-N24/59-5900502/2019,22,L,ADDTP,,,YS-N24/61-5900502/2019,ADDTP,32051,,,,,,,,A,N,,PROMITA
YS-N24/59-5900503/2019,22,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/59-5900504/2019,25,,ADITA,,,YS-N24/61-5900504/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900505/2019,25,,ADITA,,,YS-N24/61-5900505/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900506/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900507/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900508/2019,25,,ADITA,,,YS-N24/61-5900508/2019,ADITA,35055,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900509/2019,25,,ADITA,,,YS-N24/61-5900509/2019,ADITA,35056,,,,,,,,B,Y,,saheli
YS-N24/59-5900510/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900511/2019,25,,ADITA,,,YS-N24/61-5900511/2019,ADITA,35056,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900512/2019,25,,ADITA,,,YS-N24/61-5900512/2019,ADITA,35053,,,,,,,,B,Y,,saheli
YS-N24/59-5900513/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900514/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900515/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900516/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900517/2019,25,,ADITA,,,YS-N24/61-5900517/2019,ADITA,35055,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900518/2019,25,,ADITA,,,YS-N24/61-5900518/2019,ADITA,35053,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900519/2019,25,,ADITA,,,YS-N24/61-5900519/2019,ADITA,35053,,,,,,,,B,Y,,saheli
YS-N24/59-5900520/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900521/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900522/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900523/2019,25,,ADITA,,,YS-N24/61-5900523/2019,ADITA,35055,,,,,,,,B,Y,,saheli
YS-N24/59-5900524/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900525/2019,25,,ADITA,,,YS-N24/61-5900525/2019,ADITA,35055,,,,,,,,B,Y,,saheli
YS-N24/59-5900526/2019,25,,ADITA,,,YS-N24/61-5900526/2019,ADITA,35054,,,,,,,,B,Y,,PROMITA
YS-N24/59-5900527/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900528/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900529/2019,22,,ADDTP,,,YS-N24/61-5900529/2019,ADDTP,32051,,,,,,,,A,Y,,saheli
YS-N24/59-5900530/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900532/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900533/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900535/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900536/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900537/2019,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/59-5900538/2019,25,,ADITA,,,YS-N24/61-5900538/2019,ADITA,35051,,,,,,,,B,Y,,saheli
YS-N24/59-5900539/2019,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/59-5900541/2019,22,,ADDTP,,,YS-N24/61-5900541/2019,ADDTP,32051,,,,,,,,A,Y,,PROMITA
YS-N24/59-5900542/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900543/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900544/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900546/2019,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/59-5900547/2019,25,,ADITA,,,,,,,,,,,,,B,Y,,cic
YS-N24/59-5900548/2019,22,L,ADDTP,,,YS-N24/61-5900548/2019,ADDTP,32051,,,,,,,,A,N,,saheli
YS-N24/59-5900549/2019,25,,ADITA,,,YS-N24/61-5900549/2019,ADITA,35051,,,,,,,,B,Y,,saheli
YS-N24/59-5900550/2019,25,,ADITA,,,YS-N24/61-5900550/2019,ADITA,35052,,,,,,,,B,Y,,saheli
YS-N24/59-5900551/2019,25,,ADITA,,,YS-N24/61-5900551/2019,ADITA,35051,,,,,,,,B,Y,,saheli
